timestamp,wb_total_demand_mw,cesc_demand_mw,wbsedcl_demand_mw,grid_frequency_hz,ambient_temp_c,relative_humidity_pct,apparent_temp_c,us_aqi,system_overload_alert
2026-07-02 08:00:00,7536.5,2112.5,5424.0,50.015,31.0,72.1,37.7,162,0
2026-07-02 09:00:00,8068.3,2342.8,5725.5,50.042,32.0,68.6,38.8,151,0
2026-07-02 10:00:00,8302.0,2386.7,5915.3,50.126,32.1,65.3,38.3,140,0
2026-07-02 11:00:00,9216.7,2614.1,6602.6,49.933,34.7,67.9,43.1,135,1
2026-07-02 12:00:00,8971.5,2649.5,6322.0,49.954,34.6,60.7,41.5,105,1
2026-07-02 13:00:00,9494.5,2708.5,6786.0,49.854,36.4,54.2,43.3,99,1
2026-07-02 14:00:00,9333.3,2661.8,6671.5,49.887,35.8,59.5,43.3,94,1
2026-07-02 15:00:00,9898.7,2794.7,7104.0,49.832,38.2,58.9,47.2,76,1
2026-07-02 16:00:00,9198.5,2573.6,6624.9,50.0,35.7,57.2,42.7,119,1
2026-07-02 17:00:00,10531.8,2951.1,7580.7,49.739,35.5,57.0,42.4,147,1
2026-07-02 18:00:00,10800.0,3128.7,7671.3,49.72,36.9,64.5,46.1,109,1
2026-07-02 19:00:00,10800.0,2948.3,7851.7,49.72,34.6,66.8,42.7,131,1
2026-07-02 20:00:00,10674.1,3024.5,7649.6,49.72,33.0,64.4,39.6,184,1
2026-07-02 21:00:00,10750.0,3024.5,7725.5,49.72,33.2,67.7,40.4,191,1
2026-07-02 22:00:00,8008.4,2286.9,5721.5,50.03,31.0,74.1,37.9,188,0
2026-07-02 23:00:00,7120.1,2023.1,5097.0,50.028,31.0,75.8,38.2,230,0
2026-07-03 00:00:00,5788.3,1626.1,4162.2,50.035,29.0,80.7,35.7,204,0
2026-07-03 01:00:00,6222.1,1805.8,4416.3,50.029,28.4,82.9,34.9,226,0
2026-07-03 02:00:00,5983.6,1704.5,4279.1,50.014,27.0,84.8,32.9,226,0
2026-07-03 03:00:00,5914.7,1677.0,4237.7,50.043,28.5,85.2,35.4,221,0
2026-07-03 04:00:00,5637.4,1633.9,4003.5,50.001,28.3,88.9,35.6,227,0
2026-07-03 05:00:00,6273.9,1755.3,4518.6,50.073,28.4,84.6,35.1,200,0
2026-07-03 06:00:00,6440.7,1860.6,4580.1,50.029,28.0,79.0,33.8,204,0
2026-07-03 07:00:00,6806.1,1978.8,4827.3,50.006,29.7,76.8,36.3,175,0
2026-07-03 08:00:00,7216.1,2023.7,5192.4,50.017,30.2,74.9,36.7,166,0
2026-07-03 09:00:00,8095.9,2249.4,5846.5,49.968,32.2,70.5,39.3,138,0
2026-07-03 10:00:00,8665.0,2503.8,6161.2,50.005,32.6,67.5,39.5,137,0
2026-07-03 11:00:00,8739.1,2503.5,6235.6,49.985,34.2,61.5,41.1,120,0
2026-07-03 12:00:00,9459.6,2723.6,6736.0,49.873,35.6,66.0,44.2,110,1
2026-07-03 13:00:00,9218.5,2628.2,6590.3,49.927,36.1,59.0,43.7,108,1
2026-07-03 14:00:00,9644.3,2783.5,6860.8,49.857,37.5,60.4,46.3,137,1
2026-07-03 15:00:00,9614.4,2655.2,6959.2,49.847,38.3,54.6,46.3,94,1
2026-07-03 16:00:00,9411.7,2720.4,6691.3,49.877,35.7,58.0,42.9,117,1
2026-07-03 17:00:00,10800.0,3125.2,7674.8,49.72,35.2,60.5,42.5,101,1
2026-07-03 18:00:00,10800.0,3014.2,7785.8,49.72,33.8,65.5,41.1,130,1
2026-07-03 19:00:00,10800.0,3035.3,7764.7,49.72,34.3,64.6,41.7,139,1
2026-07-03 20:00:00,10800.0,3016.6,7783.4,49.72,33.3,69.7,41.0,170,1
2026-07-03 21:00:00,10612.6,3071.8,7540.8,49.72,32.3,69.8,39.3,197,1
2026-07-03 22:00:00,8809.0,2536.4,6272.6,50.051,32.5,81.1,41.5,183,0
2026-07-03 23:00:00,6696.0,1861.0,4835.0,49.949,29.0,81.6,35.7,214,0
2026-07-04 00:00:00,5534.9,1642.6,3892.3,49.969,28.6,84.8,35.5,230,0
2026-07-04 01:00:00,5306.9,1429.8,3877.1,50.007,26.7,84.8,32.5,218,0
2026-07-04 02:00:00,5210.1,1464.3,3745.8,49.978,26.6,88.5,32.8,220,0
2026-07-04 03:00:00,5353.0,1504.4,3848.6,49.986,27.4,89.9,34.3,198,0
2026-07-04 04:00:00,4624.8,1396.6,3228.2,50.011,27.6,83.4,33.7,199,0
2026-07-04 05:00:00,5477.4,1585.6,3891.8,50.033,27.5,85.6,33.9,197,0
2026-07-04 06:00:00,5471.7,1498.8,3972.9,50.051,28.4,80.9,34.7,183,0
2026-07-04 07:00:00,6883.0,2084.8,4798.2,50.044,31.1,78.8,38.7,182,0
2026-07-04 08:00:00,6929.1,1944.5,4984.6,49.967,30.7,73.0,37.4,135,0
2026-07-04 09:00:00,7436.0,2118.9,5317.1,50.054,31.5,68.8,37.9,171,0
2026-07-04 10:00:00,8033.7,2248.1,5785.6,50.004,33.2,65.5,40.2,155,0
2026-07-04 11:00:00,8342.3,2321.6,6020.7,50.027,33.5,60.4,39.8,135,0
2026-07-04 12:00:00,8209.8,2341.7,5868.1,49.985,34.7,59.9,41.5,103,0
2026-07-04 13:00:00,8598.6,2427.5,6171.1,50.033,36.1,58.9,43.7,103,0
2026-07-04 14:00:00,8924.5,2476.7,6447.8,50.026,36.7,54.6,43.9,106,1
2026-07-04 15:00:00,8341.8,2312.3,6029.5,50.011,36.0,58.7,43.4,95,0
2026-07-04 16:00:00,8298.5,2362.4,5936.1,49.974,36.6,54.8,43.6,121,0
2026-07-04 17:00:00,9713.0,2808.5,6904.5,49.832,35.4,59.2,42.5,108,1
2026-07-04 18:00:00,10643.1,2934.4,7708.7,49.72,35.9,58.0,43.1,140,1
2026-07-04 19:00:00,10472.2,2988.0,7484.2,49.726,34.7,63.9,42.3,151,1
2026-07-04 20:00:00,10487.0,2969.3,7517.7,49.72,34.1,68.9,42.2,165,1
2026-07-04 21:00:00,10195.1,2940.5,7254.6,49.764,32.3,70.7,39.6,178,1
2026-07-04 22:00:00,7524.3,2069.6,5454.7,49.999,31.8,74.7,39.3,156,0
2026-07-04 23:00:00,6701.5,1943.1,4758.4,49.944,29.8,84.5,37.4,203,0
2026-07-05 00:00:00,5679.2,1632.1,4047.1,49.998,29.0,84.9,36.2,185,0
2026-07-05 01:00:00,5970.3,1683.2,4287.1,49.985,28.6,91.8,36.4,215,0
2026-07-05 02:00:00,5630.0,1623.7,4006.3,50.02,28.3,83.9,34.9,216,0
2026-07-05 03:00:00,5267.3,1483.4,3783.9,50.021,28.3,85.5,35.2,209,0
2026-07-05 04:00:00,5341.7,1538.9,3802.8,50.066,28.3,83.7,34.8,220,0
2026-07-05 05:00:00,5627.3,1630.0,3997.3,50.008,27.5,81.3,33.3,172,0
2026-07-05 06:00:00,6184.6,1767.0,4417.6,50.032,29.0,79.2,35.5,224,0
2026-07-05 07:00:00,6691.1,1982.3,4708.8,50.05,30.1,80.2,37.4,162,0
2026-07-05 08:00:00,7261.7,2071.8,5189.9,50.043,32.1,74.3,39.8,145,0
2026-07-05 09:00:00,7170.5,2003.1,5167.4,49.96,30.6,76.6,37.7,143,0
2026-07-05 10:00:00,7936.1,2248.4,5687.7,50.06,33.8,68.3,41.7,113,0
2026-07-05 11:00:00,8064.1,2190.4,5873.7,50.008,34.0,60.0,40.6,117,0
2026-07-05 12:00:00,8759.4,2485.7,6273.7,49.977,35.0,63.5,42.7,140,0
2026-07-05 13:00:00,9258.9,2646.7,6612.2,49.908,38.0,59.2,46.8,107,1
2026-07-05 14:00:00,8512.5,2397.5,6115.0,50.013,35.9,55.9,42.7,104,0
2026-07-05 15:00:00,9037.2,2625.4,6411.8,49.948,36.3,61.5,44.5,67,1
2026-07-05 16:00:00,8384.7,2345.2,6039.5,50.063,36.1,56.4,43.1,91,0
2026-07-05 17:00:00,10029.8,2837.5,7192.3,49.805,36.6,62.8,45.4,131,1
2026-07-05 18:00:00,10053.0,2893.6,7159.4,49.801,34.2,63.5,41.4,128,1
2026-07-05 19:00:00,10610.0,3047.6,7562.4,49.72,34.0,68.0,41.8,129,1
2026-07-05 20:00:00,10226.4,2893.6,7332.8,49.787,33.4,64.4,40.3,173,1
2026-07-05 21:00:00,9631.0,2693.6,6937.4,49.89,31.4,67.8,37.7,150,0
2026-07-05 22:00:00,7180.4,2024.6,5155.8,50.022,29.2,81.0,35.9,190,0
2026-07-05 23:00:00,6707.7,1897.2,4810.5,50.008,29.7,82.8,37.1,200,0
2026-07-06 00:00:00,5887.8,1684.9,4202.9,50.004,29.1,77.5,35.3,187,0
2026-07-06 01:00:00,5946.1,1702.5,4243.6,49.981,28.1,86.0,34.9,205,0
2026-07-06 02:00:00,6157.6,1765.2,4392.4,50.039,28.0,81.4,34.1,230,0
2026-07-06 03:00:00,5776.6,1621.3,4155.3,50.011,28.8,90.0,36.6,185,0
2026-07-06 04:00:00,5281.0,1480.6,3800.4,49.968,28.1,84.3,34.6,210,0
2026-07-06 05:00:00,5973.5,1664.5,4309.0,50.089,27.4,80.9,33.1,184,0
2026-07-06 06:00:00,6734.8,1896.4,4838.4,50.014,29.2,83.2,36.3,174,0
2026-07-06 07:00:00,7438.8,2118.6,5320.2,50.063,31.8,79.2,40.0,191,0
2026-07-06 08:00:00,7402.8,2135.1,5267.7,50.039,30.3,81.3,37.9,170,0
2026-07-06 09:00:00,8006.2,2278.8,5727.4,50.029,32.5,67.3,39.3,134,0
2026-07-06 10:00:00,8605.0,2474.8,6130.2,50.042,33.3,64.1,40.1,138,0
2026-07-06 11:00:00,8797.5,2524.5,6273.0,50.016,34.9,65.9,43.0,120,0
2026-07-06 12:00:00,9268.4,2639.9,6628.5,49.923,35.4,57.6,42.3,96,1
2026-07-06 13:00:00,9225.4,2633.1,6592.3,49.907,35.9,59.1,43.4,120,1
2026-07-06 14:00:00,9174.2,2664.9,6509.3,49.983,36.0,56.6,43.0,108,1
2026-07-06 15:00:00,9299.7,2691.7,6608.0,49.875,36.4,55.7,43.4,128,1
2026-07-06 16:00:00,9550.7,2701.3,6849.4,49.896,36.6,60.2,44.7,113,1
2026-07-06 17:00:00,10800.0,3141.2,7658.8,49.72,37.7,57.9,46.2,114,1
2026-07-06 18:00:00,10784.0,3033.3,7750.7,49.72,34.8,60.5,41.9,112,1
2026-07-06 19:00:00,10800.0,3117.4,7682.6,49.72,34.2,65.2,41.8,169,1
2026-07-06 20:00:00,10800.0,3084.7,7715.3,49.72,33.1,70.1,40.8,143,1
2026-07-06 21:00:00,10671.4,3016.4,7655.0,49.72,32.2,79.4,40.8,164,1
2026-07-06 22:00:00,7994.6,2245.2,5749.4,50.024,30.3,79.4,37.6,208,0
2026-07-06 23:00:00,6776.6,1993.2,4783.4,50.064,29.3,81.4,36.2,201,0
2026-07-07 00:00:00,5792.5,1677.2,4115.3,50.07,28.3,81.4,34.6,211,0
2026-07-07 01:00:00,5800.3,1651.7,4148.6,50.064,28.0,82.6,34.2,192,0
2026-07-07 02:00:00,6153.6,1854.9,4298.7,49.994,27.2,87.2,33.6,214,0
2026-07-07 03:00:00,6018.9,1738.7,4280.2,49.999,27.1,90.1,33.7,223,0
2026-07-07 04:00:00,5665.1,1657.2,4007.9,50.045,28.1,89.8,35.4,219,0
2026-07-07 05:00:00,6450.6,1886.7,4563.9,49.985,29.2,86.9,36.8,196,0
2026-07-07 06:00:00,6800.4,1945.8,4854.6,50.011,29.1,81.4,35.9,187,0
2026-07-07 07:00:00,7155.6,2027.0,5128.6,50.017,28.7,81.7,35.2,183,0
2026-07-07 08:00:00,7725.2,2226.0,5499.2,50.016,31.0,80.6,39.0,158,0
2026-07-07 09:00:00,7777.6,2221.9,5555.7,49.989,31.6,72.6,38.8,161,0
2026-07-07 10:00:00,8757.4,2558.5,6198.9,50.008,34.1,63.5,41.3,124,0
2026-07-07 11:00:00,8525.0,2447.2,6077.8,49.995,33.8,70.1,41.9,99,0
2026-07-07 12:00:00,8885.2,2481.1,6404.1,50.036,34.4,63.5,41.7,116,0
2026-07-07 13:00:00,9243.7,2573.4,6670.3,49.9,36.4,58.7,44.1,134,1
2026-07-07 14:00:00,9456.6,2645.1,6811.5,49.91,36.3,58.2,43.9,101,1
2026-07-07 15:00:00,9517.5,2735.3,6782.2,49.881,36.4,60.4,44.5,112,1
2026-07-07 16:00:00,9609.8,2735.2,6874.6,49.887,36.9,61.5,45.5,115,1
2026-07-07 17:00:00,10382.3,2964.1,7418.2,49.729,35.4,64.4,43.5,120,1
2026-07-07 18:00:00,10800.0,3059.9,7740.1,49.72,35.9,59.4,43.4,125,1
2026-07-07 19:00:00,10800.0,3039.3,7760.7,49.72,33.0,66.8,40.0,157,1
2026-07-07 20:00:00,10800.0,3069.2,7730.8,49.72,33.2,64.6,40.0,182,1
2026-07-07 21:00:00,10285.8,2891.4,7394.4,49.752,32.2,65.9,38.6,170,1
2026-07-07 22:00:00,8583.5,2502.3,6081.2,50.038,32.3,77.8,40.6,178,0
2026-07-07 23:00:00,7191.7,2085.4,5106.3,50.029,29.8,77.6,36.5,209,0
2026-07-08 00:00:00,6158.7,1838.2,4320.5,49.989,29.7,81.0,36.7,227,0
2026-07-08 01:00:00,6344.6,1795.4,4549.2,50.023,29.5,85.6,37.1,203,0
2026-07-08 02:00:00,6493.2,1919.6,4573.6,50.023,28.1,84.8,34.7,214,0
2026-07-08 03:00:00,5555.2,1572.9,3982.3,49.96,27.5,87.4,34.1,222,0
2026-07-08 04:00:00,5722.6,1581.9,4140.7,49.966,28.0,88.4,35.0,200,0
2026-07-08 05:00:00,6218.8,1815.5,4403.3,50.009,28.3,88.1,35.4,224,0
2026-07-08 06:00:00,6288.8,1851.4,4437.4,50.051,28.7,85.3,35.7,197,0
2026-07-08 07:00:00,6935.9,1954.7,4981.2,49.99,29.2,80.7,36.0,181,0
2026-07-08 08:00:00,7520.9,2174.3,5346.6,49.925,30.8,79.4,38.4,168,0
2026-07-08 09:00:00,7944.8,2212.5,5732.3,50.045,32.9,66.8,39.9,140,0
2026-07-08 10:00:00,8581.1,2448.7,6132.4,49.972,32.8,69.2,40.1,131,0
2026-07-08 11:00:00,8969.4,2616.3,6353.1,50.036,35.0,63.0,42.7,97,1
2026-07-08 12:00:00,9408.1,2696.6,6711.5,49.897,34.9,60.3,42.0,107,1
2026-07-08 13:00:00,9514.0,2708.6,6805.4,49.872,36.7,59.7,44.9,102,1
2026-07-08 14:00:00,9522.4,2717.0,6805.4,49.832,36.9,57.7,44.8,115,1
2026-07-08 15:00:00,9050.4,2662.9,6387.5,50.006,37.2,58.0,45.4,121,1
2026-07-08 16:00:00,9155.8,2584.5,6571.3,50.067,37.2,54.4,44.6,121,1
2026-07-08 17:00:00,10686.8,3051.8,7635.0,49.72,35.7,59.7,43.2,134,1
2026-07-08 18:00:00,10800.0,3122.2,7677.8,49.72,37.1,61.2,45.8,135,1
2026-07-08 19:00:00,10800.0,3090.1,7709.9,49.72,34.8,61.1,41.9,170,1
2026-07-08 20:00:00,10800.0,3142.5,7657.5,49.72,33.1,69.1,40.6,164,1
2026-07-08 21:00:00,10361.2,2976.8,7384.4,49.76,31.8,74.9,39.4,192,1
2026-07-08 22:00:00,8124.1,2308.5,5815.6,50.01,30.6,80.0,38.2,185,0
2026-07-08 23:00:00,6727.4,1877.7,4849.7,49.945,28.9,75.2,34.7,222,0
2026-07-09 00:00:00,5925.4,1661.2,4264.2,50.078,28.3,78.6,34.3,232,0
2026-07-09 01:00:00,6570.8,1817.1,4753.7,49.961,28.9,84.0,35.9,175,0
2026-07-09 02:00:00,6571.1,1896.6,4674.5,50.036,28.5,93.8,36.5,235,0
2026-07-09 03:00:00,5859.8,1639.9,4219.9,50.002,28.1,87.8,35.1,214,0
2026-07-09 04:00:00,4740.7,1358.3,3382.4,50.052,26.3,86.2,32.0,192,0
2026-07-09 05:00:00,6313.8,1760.1,4553.7,50.003,28.8,80.3,35.3,184,0
2026-07-09 06:00:00,6338.0,1782.3,4555.7,50.02,29.3,79.7,35.9,189,0
2026-07-09 07:00:00,6788.4,1943.6,4844.8,50.051,28.5,80.8,34.8,173,0
2026-07-09 08:00:00,7604.3,2169.2,5435.1,50.011,30.9,74.6,37.9,161,0
2026-07-09 09:00:00,8161.8,2276.3,5885.5,49.989,31.4,70.0,38.0,124,0
2026-07-09 10:00:00,8710.1,2455.4,6254.7,50.018,32.6,70.8,40.0,128,0
2026-07-09 11:00:00,8938.3,2572.8,6365.5,50.022,33.6,70.9,41.7,103,1
2026-07-09 12:00:00,9061.1,2621.0,6440.1,50.076,35.0,61.0,42.3,113,1
2026-07-09 13:00:00,9533.6,2684.9,6848.7,49.903,35.5,54.9,41.9,105,1
2026-07-09 14:00:00,9969.2,2826.1,7143.1,49.801,37.7,55.9,45.6,113,1
2026-07-09 15:00:00,8909.1,2540.4,6368.7,49.987,36.0,54.0,42.6,97,1
2026-07-09 16:00:00,9265.8,2561.0,6704.8,49.918,36.5,52.8,43.2,117,1
2026-07-09 17:00:00,10800.0,3049.8,7750.2,49.72,36.9,55.4,44.2,146,1
2026-07-09 18:00:00,10800.0,3084.8,7715.2,49.72,35.6,61.6,43.4,140,1
2026-07-09 19:00:00,10800.0,3121.7,7678.3,49.72,34.2,61.8,41.1,134,1
2026-07-09 20:00:00,10800.0,3170.8,7629.2,49.72,32.3,67.2,39.0,178,1
2026-07-09 21:00:00,10509.0,3023.4,7485.6,49.743,32.2,71.1,39.4,176,1
2026-07-09 22:00:00,7888.7,2204.1,5684.6,49.945,30.2,71.9,36.4,159,0
2026-07-09 23:00:00,7512.5,2144.3,5368.2,50.007,30.1,87.0,38.2,198,0
2026-07-10 00:00:00,6113.7,1715.7,4398.0,50.04,29.6,81.7,36.7,211,0
2026-07-10 01:00:00,5874.5,1675.4,4199.1,50.01,28.0,82.7,34.2,221,0
2026-07-10 02:00:00,6436.1,1889.9,4546.2,50.027,28.5,87.9,35.8,214,0
2026-07-10 03:00:00,5508.1,1545.4,3962.7,50.004,27.5,83.1,33.5,197,0
2026-07-10 04:00:00,5469.3,1561.3,3908.0,49.951,27.7,88.1,34.5,206,0
2026-07-10 05:00:00,5944.0,1755.3,4188.7,50.047,27.4,84.6,33.5,180,0
2026-07-10 06:00:00,6513.0,1831.7,4681.3,50.001,28.6,87.1,35.9,189,0
2026-07-10 07:00:00,6920.8,1989.9,4930.9,50.046,29.4,80.0,36.3,176,0
2026-07-10 08:00:00,7769.8,2159.7,5610.1,50.003,31.6,71.4,38.5,121,0
2026-07-10 09:00:00,7806.8,2201.9,5604.9,49.932,31.1,66.6,36.9,153,0
2026-07-10 10:00:00,8515.4,2426.3,6089.1,50.027,32.7,69.3,40.0,110,0
2026-07-10 11:00:00,8793.5,2505.1,6288.4,49.982,34.3,61.6,41.3,139,0
2026-07-10 12:00:00,9275.9,2588.7,6687.2,49.876,34.8,58.7,41.6,109,1
2026-07-10 13:00:00,9786.0,2764.8,7021.2,49.869,37.1,58.4,45.2,96,1
2026-07-10 14:00:00,9364.3,2698.5,6665.8,49.901,36.9,56.0,44.4,137,1
2026-07-10 15:00:00,9642.0,2766.4,6875.6,49.84,37.5,61.7,46.6,107,1
2026-07-10 16:00:00,9690.0,2707.8,6982.2,49.827,38.0,57.9,46.5,106,1
2026-07-10 17:00:00,10800.0,3125.4,7674.6,49.72,36.9,57.0,44.5,105,1
2026-07-10 18:00:00,10800.0,3065.1,7734.9,49.72,36.0,59.1,43.5,111,1
2026-07-10 19:00:00,10800.0,3052.3,7747.7,49.72,35.3,66.2,43.8,152,1
2026-07-10 20:00:00,10800.0,3099.5,7700.5,49.72,33.2,68.9,40.7,182,1
2026-07-10 21:00:00,10027.5,2940.1,7087.4,49.774,31.7,69.5,38.4,158,1
2026-07-10 22:00:00,8174.1,2364.0,5810.1,49.993,30.7,75.1,37.5,192,0
2026-07-10 23:00:00,7375.3,2121.6,5253.7,50.032,29.6,80.3,36.6,195,0
2026-07-11 00:00:00,5443.7,1567.4,3876.3,49.99,29.3,86.1,36.9,210,0
2026-07-11 01:00:00,5638.7,1619.4,4019.3,50.061,27.7,86.7,34.3,231,0
2026-07-11 02:00:00,5506.6,1599.5,3907.1,50.021,27.8,94.3,35.5,223,0
2026-07-11 03:00:00,5355.6,1518.0,3837.6,49.984,28.5,89.0,35.9,211,0
2026-07-11 04:00:00,5023.3,1383.8,3639.5,50.023,27.2,88.3,33.7,232,0
2026-07-11 05:00:00,5859.4,1638.5,4220.9,50.029,29.1,83.2,36.1,196,0
2026-07-11 06:00:00,5942.7,1722.6,4220.1,49.999,28.7,83.9,35.6,174,0
2026-07-11 07:00:00,6994.6,1936.7,5057.9,49.957,31.1,78.3,38.8,177,0
2026-07-11 08:00:00,7214.0,2033.4,5180.6,50.016,29.6,79.7,36.5,151,0
2026-07-11 09:00:00,8196.3,2376.9,5819.4,50.028,33.2,78.0,42.3,176,0
2026-07-11 10:00:00,8107.3,2303.8,5803.5,49.996,33.8,66.5,41.3,120,0
2026-07-11 11:00:00,8790.2,2459.5,6330.7,50.004,34.8,67.4,43.1,122,0
2026-07-11 12:00:00,8210.1,2400.4,5809.7,50.029,34.6,55.8,40.7,111,0
2026-07-11 13:00:00,8768.3,2489.9,6278.4,49.981,35.1,64.6,43.1,125,0
2026-07-11 14:00:00,9083.0,2569.1,6513.9,49.976,36.0,60.8,44.0,133,1
2026-07-11 15:00:00,8581.7,2427.1,6154.6,49.962,36.6,51.7,43.1,111,0
2026-07-11 16:00:00,8169.0,2327.1,5841.9,50.063,36.8,55.9,44.1,94,0
2026-07-11 17:00:00,10302.3,2896.2,7406.1,49.761,37.2,57.6,45.3,112,1
2026-07-11 18:00:00,10551.0,2971.9,7579.1,49.72,35.8,65.1,44.4,130,1
2026-07-11 19:00:00,10316.4,2999.9,7316.5,49.747,34.1,65.6,41.6,159,1
2026-07-11 20:00:00,10387.7,2990.0,7397.7,49.736,33.1,65.9,40.1,123,1
2026-07-11 21:00:00,9728.6,2804.4,6924.2,49.816,32.1,73.5,39.6,150,1
2026-07-11 22:00:00,7490.2,2070.1,5420.1,50.045,31.1,71.8,37.7,194,0
2026-07-11 23:00:00,6622.1,1846.7,4775.4,50.012,29.2,77.1,35.4,201,0
2026-07-12 00:00:00,5530.6,1543.1,3987.5,50.013,29.2,84.7,36.4,210,0
2026-07-12 01:00:00,5443.2,1456.8,3986.4,49.98,27.2,76.2,32.3,219,0
2026-07-12 02:00:00,5713.2,1621.0,4092.2,50.051,28.1,92.7,35.8,215,0
2026-07-12 03:00:00,4895.2,1400.0,3495.2,50.059,27.0,84.6,32.9,205,0
2026-07-12 04:00:00,4707.3,1376.9,3330.4,50.008,27.9,85.7,34.5,203,0
2026-07-12 05:00:00,5687.3,1603.8,4083.5,50.044,28.0,94.6,35.7,203,0
2026-07-12 06:00:00,5906.7,1758.3,4148.4,50.042,28.9,78.3,35.2,201,0
2026-07-12 07:00:00,6634.1,1910.1,4724.0,49.985,29.4,83.3,36.6,175,0
2026-07-12 08:00:00,6849.7,1914.0,4935.7,50.023,30.3,79.0,37.5,154,0
2026-07-12 09:00:00,8095.8,2304.1,5791.7,50.024,33.7,68.8,41.4,146,0
2026-07-12 10:00:00,7979.1,2321.5,5657.6,50.088,32.3,69.4,39.4,129,0
2026-07-12 11:00:00,8380.6,2402.0,5978.6,50.001,34.7,65.5,42.6,124,0
2026-07-12 12:00:00,8902.4,2589.9,6312.5,50.006,35.3,65.3,43.6,97,1
2026-07-12 13:00:00,8219.0,2302.4,5916.6,49.995,34.2,57.2,40.3,126,0
2026-07-12 14:00:00,8944.3,2533.5,6410.8,49.982,37.0,59.2,45.2,101,1
2026-07-12 15:00:00,9330.8,2699.2,6631.6,49.892,37.8,56.0,45.9,125,1
2026-07-12 16:00:00,8771.1,2452.6,6318.5,50.046,36.7,57.4,44.3,98,0
2026-07-12 17:00:00,9788.4,2813.2,6975.2,49.822,35.5,59.6,42.9,125,1
2026-07-12 18:00:00,10719.8,3015.1,7704.7,49.72,35.9,57.4,43.0,134,1
2026-07-12 19:00:00,10689.0,3071.8,7617.2,49.72,34.7,65.0,42.5,151,1
2026-07-12 20:00:00,10701.3,3044.6,7656.7,49.72,33.5,67.4,41.0,170,1
2026-07-12 21:00:00,10147.7,2870.7,7277.0,49.776,32.9,71.6,40.7,141,1
2026-07-12 22:00:00,7550.4,2172.4,5378.0,50.002,31.1,76.5,38.5,198,0
